mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2.7649810314178467,0.2561127324812996,0.17006985346476236,0.012005087419295539,0.8,0.05,5,20,400,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'min_child_weight': 20, 'n_estimators': 400, 'subsample': 0.7}",-0.1768702119588852,-0.1792687028646469,-0.17625899612903595,-0.17746597031752268,0.001298917414621455,76
3.072012742360433,0.21402212495140696,0.1951887607574463,0.019764819343479702,0.7,0.05,5,30,400,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 5, 'min_child_weight': 30, 'n_estimators': 400, 'subsample': 0.8}",-0.17655691504478455,-0.17939703166484833,-0.17668360471725464,-0.17754585047562918,0.0013100041767787826,77
4.158632278442383,0.5883184604067596,0.2624019781748454,0.006511366184593475,0.7,0.05,4,30,700,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 700, 'subsample': 0.8}",-0.17669713497161865,-0.17930424213409424,-0.176665797829628,-0.17755572497844696,0.0012364545245207284,78
3.976116895675659,0.3500288651589036,0.22524611155192056,0.014465428954403527,0.8,0.05,4,30,700,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 700, 'subsample': 0.7}",-0.17664553225040436,-0.1793108880519867,-0.17682816088199615,-0.17759486039479574,0.001215703224325326,79
3.096133311589559,0.145654201528816,0.19700384140014648,0.019792303822830724,0.7,0.05,5,20,400,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 5, 'min_child_weight': 20, 'n_estimators': 400, 'subsample': 0.7}",-0.17695727944374084,-0.17933085560798645,-0.17658978700637817,-0.1776259740193685,0.0012148329367409785,80
4.235668897628784,0.11650436618544537,0.29087336858113605,0.051749198262300296,0.7,0.05,4,20,700,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 20, 'n_estimators': 700, 'subsample': 0.7}",-0.17691127955913544,-0.17915593087673187,-0.17691385746002197,-0.17766035596529642,0.001057531685318727,81
4.468218644460042,0.0550429282820375,0.2440315087636312,0.016793906378408354,0.7,0.05,4,30,700,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 700, 'subsample': 0.7}",-0.17696616053581238,-0.17922335863113403,-0.1769234538078308,-0.17770432432492575,0.0010742609502139924,82
5.214675426483154,0.2506435228096567,0.35616246859232586,0.026758105419664804,0.8,0.03,4,10,1000,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 10, 'n_estimators': 1000, 'subsample': 0.8}",-0.17655478417873383,-0.1795446127653122,-0.17723755538463593,-0.17777898410956064,0.0012792256883001557,83
5.449239333470662,0.12491069286604557,0.34172630310058594,0.015249142750520767,0.8,0.03,4,20,1000,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 20, 'n_estimators': 1000, 'subsample': 0.8}",-0.17673632502555847,-0.1796242743730545,-0.17728325724601746,-0.17788128554821014,0.0012525417480981867,84
2.9712394078572593,0.2519213566050051,0.1689453919728597,0.009604392485229369,0.8,0.05,5,30,400,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'min_child_weight': 30, 'n_estimators': 400, 'subsample': 0.7}",-0.17740139365196228,-0.17934450507164001,-0.17693549394607544,-0.17789379755655924,0.0010432896225306527,85
6.210706472396851,0.32793265253732645,0.3721777598063151,0.02328381368213762,0.7,0.03,4,10,1000,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 10, 'n_estimators': 1000, 'subsample': 0.8}",-0.17676591873168945,-0.17972174286842346,-0.17734263837337494,-0.17794343332449594,0.0012793071071988441,86
2.8316606680552163,0.01079415288210502,0.17725396156311035,0.017292220100781037,0.7,0.05,5,30,400,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 5, 'min_child_weight': 30, 'n_estimators': 400, 'subsample': 0.7}",-0.17720617353916168,-0.17969633638858795,-0.1769910454750061,-0.17796451846758524,0.0012277255406174005,87
6.132464090983073,0.1887907033769747,0.36908308664957684,0.010644732117746563,0.7,0.03,4,20,1000,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 20, 'n_estimators': 1000, 'subsample': 0.8}",-0.17700821161270142,-0.17979896068572998,-0.17750796675682068,-0.1781050463517507,0.001215030350557491,88
6.016171216964722,0.18217656631452414,0.43325432141621906,0.03522132616727869,0.8,0.03,4,30,1000,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 1000, 'subsample': 0.8}",-0.17701111733913422,-0.17972472310066223,-0.17763084173202515,-0.1781222273906072,0.001161036593263278,89
6.880471309026082,0.29764280484482286,0.3793284098307292,0.02556858139050408,0.7,0.03,4,10,1000,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 10, 'n_estimators': 1000, 'subsample': 0.7}",-0.17729045450687408,-0.17982342839241028,-0.17726270854473114,-0.1781255304813385,0.0012006485599930948,90
6.024914741516113,0.13000651623578496,0.39879465103149414,0.04381021493235664,0.8,0.03,4,10,1000,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 10, 'n_estimators': 1000, 'subsample': 0.7}",-0.17706672847270966,-0.17989186942577362,-0.17757129669189453,-0.17817663153012595,0.0012302243835854423,91
6.54788597424825,0.1383584467163102,0.39075930913289386,0.03764582563133788,0.7,0.03,4,30,1000,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 1000, 'subsample': 0.8}",-0.17715266346931458,-0.17995278537273407,-0.17766791582107544,-0.17825778822104135,0.0012168628393492207,92
6.615089178085327,0.0770518268809386,0.38100679715474445,0.022718883772813954,0.7,0.03,4,20,1000,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 20, 'n_estimators': 1000, 'subsample': 0.7}",-0.1774371862411499,-0.17994651198387146,-0.1774856001138687,-0.17828976611296335,0.0011716629595995003,93
6.242771704991658,0.191683673557359,0.3590238094329834,0.03234544387769583,0.8,0.03,4,20,1000,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 20, 'n_estimators': 1000, 'subsample': 0.7}",-0.17729347944259644,-0.18001477420330048,-0.17764629423618317,-0.17831818262736002,0.0012082871626969826,94
6.294338385264079,0.19434791320419628,0.40295807520548504,0.046544635984682586,0.8,0.03,4,30,1000,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 1000, 'subsample': 0.7}",-0.17743301391601562,-0.18011417984962463,-0.17783129215240479,-0.17845949530601501,0.001181282380167346,95
6.603667974472046,0.13632446258109227,0.39325753847757977,0.025838299523024515,0.7,0.03,4,30,1000,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 1000, 'subsample': 0.7}",-0.17752711474895477,-0.18006069958209991,-0.17793041467666626,-0.17850607633590698,0.0011115463061656078,96
4.822079261144002,0.44118316505658645,0.2742329438527425,0.027901293933400125,0.8,0.05,3,10,1000,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 1000, 'subsample': 0.8}",-0.17788520455360413,-0.18038834631443024,-0.1778721809387207,-0.17871524393558502,0.0011830739850658245,97
4.158570607503255,0.07476865740280485,0.23700825373331705,0.005827875488956064,0.8,0.05,3,20,1000,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 20, 'n_estimators': 1000, 'subsample': 0.8}",-0.17782549560070038,-0.18046803772449493,-0.17788559198379517,-0.17872637510299683,0.0012317858063689523,98
5.071896394093831,0.26249166654966805,0.26418312390645343,0.014381279470134133,0.7,0.05,3,20,1000,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 20, 'n_estimators': 1000, 'subsample': 0.8}",-0.17794999480247498,-0.1804938018321991,-0.1780138909816742,-0.17881922920544943,0.001184388954165408,99
5.212237358093262,0.3520889524953379,0.31952714920043945,0.07769902767171782,0.7,0.05,3,10,1000,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 1000, 'subsample': 0.8}",-0.17801950871944427,-0.18055152893066406,-0.178026482462883,-0.1788658400376638,0.0011919654472796269,100
4.246128797531128,0.11306760347742566,0.24355451265970865,0.013226395241288932,0.8,0.05,3,30,1000,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 30, 'n_estimators': 1000, 'subsample': 0.8}",-0.177961528301239,-0.18064840137958527,-0.17823299765586853,-0.17894764244556427,0.0012077139883170237,101
5.439184824625651,0.26926849390319646,0.30730462074279785,0.0047167241228423425,0.7,0.05,3,30,1000,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 30, 'n_estimators': 1000, 'subsample': 0.8}",-0.17816266417503357,-0.18065807223320007,-0.17827463150024414,-0.17903178930282593,0.001150863819832286,102
5.62095586458842,0.15066494722051782,0.3078201611836751,0.025055320665249157,0.8,0.05,3,10,1000,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 1000, 'subsample': 0.7}",-0.17837758362293243,-0.18081118166446686,-0.1786552220582962,-0.17928132911523184,0.001087690946301228,103
5.2224227587382,0.029050273084096304,0.2735528151194255,0.016518804543947628,0.7,0.05,3,10,1000,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 1000, 'subsample': 0.7}",-0.1785764992237091,-0.1808423548936844,-0.17866645753383636,-0.17936177055040994,0.0010475751755211586,104
4.944648742675781,0.19621231810325393,0.2851707140604655,0.03214116618413307,0.8,0.05,3,30,1000,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 30, 'n_estimators': 1000, 'subsample': 0.7}",-0.17833727598190308,-0.1810273975133896,-0.1788039207458496,-0.17938953141371408,0.0011737101727085626,105
4.927210013071696,0.12136085395252331,0.2614477475484212,0.017900201413620368,0.8,0.05,3,20,1000,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 20, 'n_estimators': 1000, 'subsample': 0.7}",-0.17842945456504822,-0.18093691766262054,-0.1788920909166336,-0.17941948771476746,0.00108948101817123,106
5.323587576548259,0.046767911204483655,0.276427427927653,0.03143573853430341,0.7,0.05,3,20,1000,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 20, 'n_estimators': 1000, 'subsample': 0.7}",-0.17859020829200745,-0.1810733675956726,-0.17875732481479645,-0.17947363356749216,0.0011332383402550658,107
5.792026360829671,0.07657997670936721,0.3025967280069987,0.03307600444209149,0.7,0.05,3,30,1000,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 30, 'n_estimators': 1000, 'subsample': 0.7}",-0.1786060780286789,-0.18091726303100586,-0.17895278334617615,-0.1794920414686203,0.0010176749712659632,108
4.1775219440460205,0.19215906384821657,0.24099437395731607,0.02381116072591638,0.8,0.03,4,10,700,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 10, 'n_estimators': 700, 'subsample': 0.8}",-0.17869380116462708,-0.18134132027626038,-0.17915089428424835,-0.1797286719083786,0.0011554824674351667,109
5.6817390124003095,1.791199782540422,0.24647831916809082,0.011909002218795546,0.8,0.03,4,20,700,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 20, 'n_estimators': 700, 'subsample': 0.8}",-0.17879556119441986,-0.18132449686527252,-0.17908309400081635,-0.17973438402016959,0.0011304904315707698,110
2.1990562280019126,0.20004674340198283,0.14006495475769043,0.01671364293729767,0.8,0.05,4,10,400,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 10, 'n_estimators': 400, 'subsample': 0.8}",-0.17871016263961792,-0.18159827589988708,-0.17908206582069397,-0.179796834786733,0.001282827750750925,111
2.9008991718292236,0.09713932673619617,0.16383973757425943,0.0026776639246647435,0.8,0.03,5,10,400,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 400, 'subsample': 0.8}",-0.1789017617702484,-0.1815790832042694,-0.17908333241939545,-0.1798547257979711,0.0012215559268544413,112
4.136563857396443,0.10900474424801196,0.23972002665201822,0.012286053824470388,0.7,0.03,4,10,700,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 10, 'n_estimators': 700, 'subsample': 0.7}",-0.17916777729988098,-0.18137359619140625,-0.17926830053329468,-0.17993655800819397,0.0010169678084454542,113
3.9652950763702393,0.28524512620263553,0.23045078913370767,0.028882773973491996,0.7,0.03,5,10,400,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 400, 'subsample': 0.7}",-0.1792682409286499,-0.18165317177772522,-0.17889904975891113,-0.17994015415509543,0.0012206275876322703,114
4.480334122975667,0.3643423375341389,0.25854961077372235,0.025092112869222114,0.8,0.03,4,30,700,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 700, 'subsample': 0.8}",-0.1790454089641571,-0.18147438764572144,-0.17930161952972412,-0.1799404720465342,0.001089673884716416,115
4.724924405415853,0.09113666029351115,0.2989687919616699,0.04157163115695638,0.7,0.03,4,10,700,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 10, 'n_estimators': 700, 'subsample': 0.8}",-0.17889463901519775,-0.18160101771354675,-0.17937108874320984,-0.17995558182398477,0.0011796455783623157,116
4.3477044105529785,0.20320287244690705,0.3008573849995931,0.05573110971937512,0.7,0.03,4,20,700,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 20, 'n_estimators': 700, 'subsample': 0.8}",-0.1789824664592743,-0.181574746966362,-0.17932246625423431,-0.17995989322662354,0.0011502795068166962,117
4.557457447052002,0.21681086047127648,0.27958059310913086,0.05809445303589848,0.8,0.03,4,10,700,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 10, 'n_estimators': 700, 'subsample': 0.7}",-0.17891453206539154,-0.18155190348625183,-0.1795097440481186,-0.1799920598665873,0.001129425640005139,118
3.5054163138071694,0.15895758668120824,0.24132800102233887,0.03803873334853814,0.7,0.03,5,10,400,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 400, 'subsample': 0.8}",-0.17914707958698273,-0.18160538375377655,-0.17925859987735748,-0.18000368773937225,0.0011334848288090066,119
4.414880593617757,0.17937657248538327,0.24500060081481934,0.0031998687207339532,0.7,0.03,4,20,700,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 20, 'n_estimators': 700, 'subsample': 0.7}",-0.17924101650714874,-0.1814933568239212,-0.1792900413274765,-0.18000813821951547,0.0010503988402528188,120
4.3357283274332685,0.263444745106152,0.24854413668314615,0.032640259497091234,0.8,0.03,4,20,700,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 20, 'n_estimators': 700, 'subsample': 0.7}",-0.17909163236618042,-0.18154257535934448,-0.17943185567855835,-0.18002202113469443,0.0010841284789012856,121
2.0666189193725586,0.06912666181188029,0.129868745803833,0.007134181970635288,0.8,0.05,4,20,400,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 20, 'n_estimators': 400, 'subsample': 0.8}",-0.1790141612291336,-0.18181666731834412,-0.17925694584846497,-0.1800292581319809,0.001267769640607128,122
3.335732618967692,0.3167238005219358,0.18368148803710938,0.01053567241999673,0.7,0.03,5,20,400,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 5, 'min_child_weight': 20, 'n_estimators': 400, 'subsample': 0.8}",-0.17926481366157532,-0.18171927332878113,-0.17916396260261536,-0.18004934986432394,0.001181531778915792,123
2.501957734425863,0.10712888769361778,0.15526199340820312,0.00817064357019596,0.8,0.03,5,20,400,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 5, 'min_child_weight': 20, 'n_estimators': 400, 'subsample': 0.8}",-0.17923617362976074,-0.1816820502281189,-0.17923422157764435,-0.18005081514517465,0.0011534576641553077,124
4.550950368245442,0.10396337250997666,0.3021736939748128,0.02797737729302478,0.7,0.03,4,30,700,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 700, 'subsample': 0.8}",-0.17906677722930908,-0.1817890852689743,-0.17939580976963043,-0.18008389075597128,0.0012132138719201748,125
2.9628466765085855,0.15706551898625687,0.18012412389119467,0.02815152047742164,0.8,0.03,5,10,400,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 400, 'subsample': 0.7}",-0.17953911423683167,-0.1816709339618683,-0.1791803538799286,-0.1801301340262095,0.001099310565677678,126
4.291031678517659,0.24019436859691123,0.27207716306050617,0.02179702493118392,0.8,0.03,4,30,700,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 700, 'subsample': 0.7}",-0.17924906313419342,-0.18156275153160095,-0.17958414554595947,-0.18013198673725128,0.0010209100444314636,127
2.7791849772135415,0.16265779043942272,0.20183340708414713,0.023344345168904223,0.8,0.03,5,30,400,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 5, 'min_child_weight': 30, 'n_estimators': 400, 'subsample': 0.8}",-0.17918792366981506,-0.1817636638879776,-0.1794506013393402,-0.18013406296571097,0.0011572810848150385,128
4.761970202128093,0.3960455624188995,0.2981081008911133,0.04033719790293227,0.7,0.03,4,30,700,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 700, 'subsample': 0.7}",-0.1793052703142166,-0.18154287338256836,-0.17958590388298035,-0.18014468252658844,0.0009952862410009368,129
2.467705249786377,0.069790404108106,0.13577795028686523,0.0017197650995645407,0.7,0.05,4,30,400,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 400, 'subsample': 0.8}",-0.17914821207523346,-0.18192777037620544,-0.17938882112503052,-0.1801549345254898,0.0012574268418475455,130
2.917975982030233,0.9238045950985684,0.1919585863749186,0.06906743878156592,0.8,0.05,4,30,400,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 400, 'subsample': 0.8}",-0.1791783571243286,-0.18194672465324402,-0.179347962141037,-0.18015768130620322,0.0012669381828161956,131
2.688291152318319,0.13089323010866732,0.16203999519348145,0.012904028157241926,0.7,0.03,5,30,400,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 5, 'min_child_weight': 30, 'n_estimators': 400, 'subsample': 0.8}",-0.1793757826089859,-0.18185245990753174,-0.17931750416755676,-0.18018191556135812,0.0011814928137976687,132
2.5190797646840415,0.07917048586950179,0.16195098559061685,0.024422045715279537,0.7,0.05,4,10,400,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 10, 'n_estimators': 400, 'subsample': 0.8}",-0.17942465841770172,-0.18182727694511414,-0.17942315340042114,-0.18022502958774567,0.0011329601381381241,133
2.2066571712493896,0.08747119763262061,0.13577922185262045,0.002933090479927254,0.7,0.05,4,20,400,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 20, 'n_estimators': 400, 'subsample': 0.8}",-0.17934885621070862,-0.1820218563079834,-0.1793360710144043,-0.1802355945110321,0.0012630886141378164,134
3.1514506340026855,0.143700202327846,0.19619218508402506,0.02419651890588305,0.7,0.03,5,20,400,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 5, 'min_child_weight': 20, 'n_estimators': 400, 'subsample': 0.7}",-0.17969529330730438,-0.18181581795215607,-0.1792435348033905,-0.18025154868761697,0.001121375698402297,135
2.287412643432617,0.1152738021814846,0.1363053321838379,0.015114553809543062,0.8,0.05,4,10,400,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 10, 'n_estimators': 400, 'subsample': 0.7}",-0.17944252490997314,-0.18188031017780304,-0.17948298156261444,-0.18026860555013022,0.0011397669470355914,136
2.7979164123535156,0.0971451590782402,0.15209555625915527,0.009126549431145792,0.8,0.03,5,20,400,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 5, 'min_child_weight': 20, 'n_estimators': 400, 'subsample': 0.7}",-0.17978203296661377,-0.18162617087364197,-0.17944768071174622,-0.18028529485066733,0.0009579176162645686,137
2.6368446350097656,0.0324675609234279,0.1497189998626709,0.01806189717045183,0.7,0.05,4,10,400,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 10, 'n_estimators': 400, 'subsample': 0.7}",-0.17968635261058807,-0.1817253828048706,-0.1795070767402649,-0.18030627071857452,0.0010061293139299562,138
3.424414873123169,0.19052526484929,0.18422540028889975,0.005364682933954155,0.8,0.03,5,30,400,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 5, 'min_child_weight': 30, 'n_estimators': 400, 'subsample': 0.7}",-0.17966791987419128,-0.181827574968338,-0.17943879961967468,-0.18031143148740134,0.0010761481663313674,139
3.084157943725586,0.33288752567814583,0.1602193514506022,0.012422737589664803,0.7,0.03,5,30,400,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.03, 'max_depth': 5, 'min_child_weight': 30, 'n_estimators': 400, 'subsample': 0.7}",-0.17961616814136505,-0.18179647624492645,-0.17960220575332642,-0.18033828337987265,0.0010311138187546903,140
2.199882745742798,0.1580123016899935,0.12324126561482747,0.003329196052749442,0.8,0.05,4,20,400,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 20, 'n_estimators': 400, 'subsample': 0.7}",-0.17941012978553772,-0.18188489973545074,-0.17989692091941833,-0.18039731681346893,0.0010704885533671536,141
2.4790154298146567,0.18524864097100122,0.13294394810994467,0.0038076313776359587,0.7,0.05,4,30,400,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 400, 'subsample': 0.7}",-0.17981018126010895,-0.18181608617305756,-0.17968705296516418,-0.18043777346611023,0.0009759096894191769,142
3.0026485919952393,0.054921221008064264,0.1798872152964274,0.011373168050577384,0.8,0.05,3,20,700,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 20, 'n_estimators': 700, 'subsample': 0.8}",-0.17961125075817108,-0.1821315884590149,-0.17958760261535645,-0.18044348061084747,0.0011937115477780418,143
3.747401793797811,0.21216184007158995,0.21184674898783365,0.013032593080019512,0.8,0.05,3,10,700,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 700, 'subsample': 0.8}",-0.17979206144809723,-0.18198873102664948,-0.17963172495365143,-0.18047083914279938,0.0010753057785753443,144
2.226954380671183,0.1507946945976468,0.14775522549947104,0.012596157618156927,0.8,0.05,4,30,400,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 400, 'subsample': 0.7}",-0.17972788214683533,-0.18198904395103455,-0.1797916293144226,-0.1805028518040975,0.0010512187366914887,145
3.9571218490600586,0.19472404677534116,0.2729598681131999,0.028173495262705215,0.7,0.05,3,10,700,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 700, 'subsample': 0.8}",-0.17973826825618744,-0.18212124705314636,-0.179729163646698,-0.1805295596520106,0.0011254990924560913,146
3.081387996673584,0.1867411727269238,0.20971314112345377,0.038454319642105536,0.8,0.05,3,30,700,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 30, 'n_estimators': 700, 'subsample': 0.8}",-0.17963720858097076,-0.18218816816806793,-0.17983704805374146,-0.18055414160092673,0.0011583079815868764,147
3.5282313028971353,0.144133411063493,0.2196652889251709,0.04298139157635494,0.7,0.05,3,20,700,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 20, 'n_estimators': 700, 'subsample': 0.8}",-0.17999334633350372,-0.1821889579296112,-0.17957209050655365,-0.18058479825655618,0.0011472751226062627,148
2.8122191429138184,0.13694106764835,0.16632858912150064,0.01970549622692707,0.7,0.05,4,20,400,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 20, 'n_estimators': 400, 'subsample': 0.7}",-0.1799057573080063,-0.18199095129966736,-0.1799587458372116,-0.18061848481496176,0.0009707214275259271,149
3.620164712270101,0.07753356833732408,0.22382148106892905,0.04404034747824448,0.7,0.05,3,30,700,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 30, 'n_estimators': 700, 'subsample': 0.8}",-0.17982201278209686,-0.18219758570194244,-0.17989741265773773,-0.1806390037139257,0.0011025136870924798,150
4.329873402913411,0.23732701160579306,0.2125718593597412,0.010684890403410864,0.8,0.05,3,10,700,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 700, 'subsample': 0.7}",-0.17990365624427795,-0.18223194777965546,-0.17998774349689484,-0.18070778250694275,0.0010782941776777849,151
6.52993647257487,0.17881484486266827,0.3829004764556885,0.027480797169484615,0.8,0.01,5,10,1000,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 1000, 'subsample': 0.8}",-0.1797235608100891,-0.18238422274589539,-0.18014325201511383,-0.18075034519036612,0.0011679617792663475,152
